"row_id","repayment_rate"
0,46.4452695634358
1,50.2520014166514
2,31.7306442941572
9,74.1616382848158
10,87.2911593156588
14,69.0112897075852
16,16.6146450802742
18,44.9684366320254
20,100.9063964995
21,71.7713681810838
22,32.5445809873954
25,82.4493416876507
29,32.0025128172042
30,30.2969661917312
32,69.2764775272447
34,36.0027985901297
37,28.639153987688
41,29.6921962975461
44,67.4088994933544
45,35.894077093251
46,68.1938319589321
47,59.4374035021633
51,44.6102733494578
57,38.1528549762469
59,28.0048329900708
62,53.1766444772856
65,53.6796986958368
66,93.5034568709113
67,30.7046779179586
69,70.9730329449088
74,53.2765087616841
76,38.0729226467827
77,54.6173505267467
78,67.9337882767328
79,106.542666329908
81,59.7810703280695
82,21.6354390166425
86,102.753111867345
90,41.5926035223852
91,71.7192929977779
92,74.0472920425589
96,80.6346444858983
97,75.7964847476448
100,81.547003409023
107,61.8269570348811
110,37.2980883587481
112,55.8479996970376
115,56.9287879147094
116,51.8686705266507
120,45.1594368293965
121,46.1511131563173
123,85.5983934310345
126,93.5096269799088
127,79.1267292861048
129,38.8428608420914
130,61.8168734973961
133,45.2948629434633
134,20.720876794874
135,66.3475169397739
136,65.6207830225819
137,44.8861810563873
139,83.6318918484861
141,15.9368971013413
142,44.5454454012491
146,80.8082166077295
150,87.5324678696271
153,70.432379364267
156,73.8720720769509
157,47.9479553665418
158,28.2783468000335
159,19.7609781771225
160,60.3884196471709
165,57.6272665240648
166,69.9485544195448
170,59.6343169023575
174,54.177155803396
177,63.7221875269978
179,48.1435636841247
182,69.6798083031114
186,75.2302198743865
189,65.1899299146509
194,17.7460831908008
196,85.4152168369255
199,46.9666670082574
202,61.9943533438751
204,100.289769221221
205,46.0427500662505
207,43.7749746433197
212,53.3007703459557
214,34.6198760710651
215,71.5804432007677
218,100.342394015058
221,34.9947194213513
225,27.6776619317095
226,49.0116119403599
227,55.1693157207634
228,65.7755497515418
229,102.604909644499
230,64.8798718795712
231,46.2126904597073
232,47.6276573518863
238,46.6892047386167
239,35.1653482055926
242,66.1547514562801
243,30.5344231213157
244,28.5939996519094
245,66.9096939745836
247,106.923689070848
248,70.9368033536794
249,65.6051456360601
250,48.0921203458836
251,76.1402566882803
255,43.2169521314752
259,75.8518175670021
263,63.5705282991114
264,52.6290715843304
265,64.1949923316026
266,31.8627719377126
267,81.2054413877592
268,71.036802503947
270,16.780595678856
272,117.025554169837
276,88.5589859598286
277,29.8516884499078
278,60.5980881147408
283,64.5330981303914
284,70.4680874581316
286,63.6651304972352
288,59.3295577945951
290,76.5696032118959
292,19.3675735153987
300,68.7705691815551
303,67.5670007077114
304,20.2235892080287
306,90.6527124132957
307,76.3341744960606
308,102.88419708456
309,68.7169134878936
310,97.8471478703056
312,25.7965956182558
313,66.0341793807485
316,36.506500177735
320,106.474543961437
323,21.4947027299253
324,37.1015977624901
326,34.3508569047129
327,49.2109619354178
328,37.46838732253
329,95.8180743902456
330,28.244077215126
331,39.0986461001526
333,35.221986992033
334,25.9598161375502
337,76.746724515119
339,28.9093474272238
340,76.0926605012534
341,84.6540547547406
342,78.9786434111984
343,58.5388388891403
345,55.122410467448
349,38.269641143428
350,82.7692478327817
352,42.3854383987254
354,63.9528931040308
355,27.081303258623
356,78.4107907897869
357,38.3509629637804
361,59.9971405505797
364,62.4703514209921
365,22.7685138639023
367,32.7294962123471
369,65.3006053666125
370,46.2959828909144
382,52.6640905199721
386,71.2275494117296
388,46.9470765909024
389,72.9904289019115
393,93.497433144091
396,34.535153515662
397,101.529512378806
398,30.6604696321855
399,59.1897263425803
400,46.1485071961749
404,51.988881210245
410,40.8448906100787
411,46.4862483913336
413,96.6600229844995
414,67.1183098335931
418,22.0628887360447
421,18.0749182064626
422,33.9675019453582
425,25.9123660391842
428,25.4541096346273
429,35.8960082174561
430,25.3705473666337
435,95.7545714918323
438,77.0053133541149
441,43.8760407567494
442,67.1998429650916
443,59.2791740145663
444,18.8858903690825
445,67.6379666617031
446,62.589952731834
447,101.906191996307
450,87.6291950212774
451,52.2512270527354
452,31.5327551855906
453,24.3156634548513
